Start,Finish,Active Calories (kcal),Distance (mi),Heart Rate (count/min),Steps (count)
01-Oct-2014 22:00,01-Oct-2014 23:00,0.0,0.0,0.0,0.0
01-Oct-2014 23:00,02-Oct-2014 00:00,0.0,0.0,0.0,0.0
02-Oct-2014 00:00,02-Oct-2014 01:00,0.0,0.0,0.0,0.0
02-Oct-2014 01:00,02-Oct-2014 02:00,0.0,0.0,0.0,0.0
02-Oct-2014 02:00,02-Oct-2014 03:00,0.0,0.0671643399408285,0.0,166.076315482076
02-Oct-2014 03:00,02-Oct-2014 04:00,0.0,0.259632440296619,0.0,576.923684517924
02-Oct-2014 04:00,02-Oct-2014 05:00,0.0,0.816579030015554,0.0,1716.0
02-Oct-2014 05:00,02-Oct-2014 06:00,0.0,0.669082208336582,0.0,1434.0
02-Oct-2014 06:00,02-Oct-2014 07:00,0.0,0.0526711116452871,0.0,116.0
02-Oct-2014 07:00,02-Oct-2014 08:00,0.0,0.624909901170068,0.0,1404.0
02-Oct-2014 08:00,02-Oct-2014 09:00,0.0,0.50262715739507,0.0,1069.0
02-Oct-2014 09:00,02-Oct-2014 10:00,0.0,0.226278145005279,0.0,515.0
02-Oct-2014 10:00,02-Oct-2014 11:00,0.0,0.56695117636365,0.0,1241.35420565367
02-Oct-2014 11:00,02-Oct-2014 12:00,0.0,0.333944429220061,0.0,711.645794346327
02-Oct-2014 12:00,02-Oct-2014 13:00,0.0,0.0628043165389362,0.0,136.0
02-Oct-2014 13:00,02-Oct-2014 14:00,0.0,0.157252931935949,0.0,382.0
02-Oct-2014 14:00,02-Oct-2014 15:00,0.0,0.322816897750698,0.0,708.0
02-Oct-2014 15:00,02-Oct-2014 16:00,0.0,0.0560672935663655,0.0,132.0
02-Oct-2014 16:00,02-Oct-2014 17:00,0.0,0.0503749509108034,0.0,124.0
02-Oct-2014 17:00,02-Oct-2014 18:00,0.0,0.0208751593813184,0.0,44.0
02-Oct-2014 18:00,02-Oct-2014 19:00,0.0,0.05608515798881,0.0,113.0
02-Oct-2014 19:00,02-Oct-2014 20:00,0.0,0.0,0.0,0.0
02-Oct-2014 20:00,02-Oct-2014 21:00,0.0,0.0,0.0,0.0
02-Oct-2014 21:00,02-Oct-2014 22:00,0.0,0.0,0.0,0.0
02-Oct-2014 22:00,02-Oct-2014 23:00,0.0,0.0,0.0,0.0
02-Oct-2014 23:00,03-Oct-2014 00:00,0.0,0.0,0.0,0.0
03-Oct-2014 00:00,03-Oct-2014 01:00,0.0,0.0,0.0,0.0
03-Oct-2014 01:00,03-Oct-2014 02:00,0.0,0.0,0.0,0.0
03-Oct-2014 02:00,03-Oct-2014 03:00,0.0,0.0112600227170302,0.0,23.0
03-Oct-2014 03:00,03-Oct-2014 04:00,0.0,0.0,0.0,0.0
03-Oct-2014 04:00,03-Oct-2014 05:00,0.0,0.00304685480537585,0.0,7.0
03-Oct-2014 05:00,03-Oct-2014 06:00,0.0,0.0,0.0,0.0
03-Oct-2014 06:00,03-Oct-2014 07:00,0.0,0.0,0.0,0.0
03-Oct-2014 07:00,03-Oct-2014 08:00,0.0,0.105901845718825,0.0,243.0
03-Oct-2014 08:00,03-Oct-2014 09:00,0.0,0.0855140743667094,0.0,195.0
03-Oct-2014 09:00,03-Oct-2014 10:00,0.0,0.0537266659570669,0.0,125.0
03-Oct-2014 10:00,03-Oct-2014 11:00,0.0,0.00606633044256372,0.0,14.0
03-Oct-2014 11:00,03-Oct-2014 12:00,0.0,0.0339270612740766,0.0,77.0
03-Oct-2014 12:00,03-Oct-2014 13:00,0.0,0.217386129067272,0.0,497.0
03-Oct-2014 13:00,03-Oct-2014 14:00,0.0,0.00507699099753727,0.0,13.0
